,UserId,Domain,Expertise,Interest,Entrepreneur_rating,Influencer_rating,Expert_rating,Investor_rating
0,700e6eac-2550-11ea-91be-0242ac1c0002,expert,Accounting,c,0.4360676184857044,0.7954051092671539,0.15751182906558714,0.02533496828885673
1,700e712c-2550-11ea-91be-0242ac1c0002,entrepreneur,Accounting,android,0.8550230885612023,0.7003135922135568,0.6794910816143236,0.8928245221778194
2,700e71ea-2550-11ea-91be-0242ac1c0002,expert,Legal or regulatory,python/Cricket,0.9876047007024511,0.8222138808942973,0.27826309583203623,0.23750869136546415
3,700e7276-2550-11ea-91be-0242ac1c0002,influencer,Accounting,,,,,
4,700e72ee-2550-11ea-91be-0242ac1c0002,entrepreneur,Public relations,,,,,
5,700e7370-2550-11ea-91be-0242ac1c0002,investor,Legal or regulatory,django/android/ml/Cricket/c,0.21077499224583085,0.5929203328893472,0.986134508617103,0.4784034773521987
6,700e73e8-2550-11ea-91be-0242ac1c0002,expert,IT,,,,,
7,700e7456-2550-11ea-91be-0242ac1c0002,investor,Sales distribution,django/android/ml/Cricket/c,0.4501342081295393,0.6485946712412911,0.11523769505827408,0.7414467107570538
8,700e74ce-2550-11ea-91be-0242ac1c0002,influencer,IT,c++,0.864793287390156,0.6894394214954179,0.7147598226579166,0.027940663689137946
9,700e75a0-2550-11ea-91be-0242ac1c0002,entrepreneur,Legal or regulatory,,,,,
10,700e7618-2550-11ea-91be-0242ac1c0002,entrepreneur,Legal or regulatory,,,,,
11,700e769a-2550-11ea-91be-0242ac1c0002,investor,Public relations,,,,,
12,700e7708-2550-11ea-91be-0242ac1c0002,expert,UNKNOWN,Bollywood,0.896028825597723,0.39631811636536707,0.5562210855111551,0.847100548994968
13,700e7780-2550-11ea-91be-0242ac1c0002,investor,Sales distribution,Cricket,0.22853292461639063,0.35178606880603636,0.21066823205278518,0.49005559746262173
14,700e77f8-2550-11ea-91be-0242ac1c0002,UNKNOWN,Accounting,ml,0.034031920144110606,0.74362120802468,0.23237582257217593,0.4062263013904839
15,700e7866-2550-11ea-91be-0242ac1c0002,expert,Legal or regulatory,ml,0.38630287324868184,0.16356584399346463,0.3154091745790951,0.595012015405826
16,700e78de-2550-11ea-91be-0242ac1c0002,entrepreneur,Sales distribution,,,,,
17,700e794c-2550-11ea-91be-0242ac1c0002,investor,Sales distribution,java/Cricket,0.1287163359447766,0.19353349978522705,0.990619903917967,0.2897961962005047
18,700e79c4-2550-11ea-91be-0242ac1c0002,entrepreneur,IT,Cricket,0.697252147578642,0.882249427275732,0.937012915906708,0.9421508482614397
19,700e7a3c-2550-11ea-91be-0242ac1c0002,entrepreneur,IT,,,,,
20,700e7aa0-2550-11ea-91be-0242ac1c0002,entrepreneur,Sales distribution,Bike,0.8285199711556469,0.8818200234597,0.38640211962676385,0.8070913347441059
21,700e7b18-2550-11ea-91be-0242ac1c0002,UNKNOWN,IT,Bike,0.8647902887186613,0.7663431338710676,0.009231600037141074,0.00306164095809891
22,700e7b90-2550-11ea-91be-0242ac1c0002,expert,Public relations,,,,,
23,700e7c08-2550-11ea-91be-0242ac1c0002,expert,Public relations,,,,,
24,700e7c80-2550-11ea-91be-0242ac1c0002,expert,Public relations,EV/AI,0.560099695313209,0.2931067556359078,0.628054259892981,0.8939545547723609
25,700e7cee-2550-11ea-91be-0242ac1c0002,influencer,IT,java/Cricket,0.03761327701273309,0.9890329737617591,0.9244029298113431,0.08908478224660665
26,700e7d66-2550-11ea-91be-0242ac1c0002,influencer,UNKNOWN,ml,0.5180258854396085,0.6054172131318069,0.2913764499903466,0.07224833597766878
27,700e7dde-2550-11ea-91be-0242ac1c0002,influencer,IT,,,,,
28,700e7e42-2550-11ea-91be-0242ac1c0002,entrepreneur,UNKNOWN,,,,,
29,700e7eba-2550-11ea-91be-0242ac1c0002,influencer,Accounting,Bike,0.5580585149520563,0.38250196470107134,0.2627415091476609,0.13671757814320518
30,700e7f28-2550-11ea-91be-0242ac1c0002,UNKNOWN,IT,,,,,
31,700e7fa0-2550-11ea-91be-0242ac1c0002,influencer,Sales distribution,Sports Car,0.03579179122801979,0.8884351957820261,0.3445598865113143,0.9453830624544413
32,700e800e-2550-11ea-91be-0242ac1c0002,entrepreneur,Public relations,,,,,
33,700e807c-2550-11ea-91be-0242ac1c0002,expert,Legal or regulatory,,,,,
34,700e80f4-2550-11ea-91be-0242ac1c0002,influencer,Sales distribution,,,,,
35,700e816c-2550-11ea-91be-0242ac1c0002,expert,Legal or regulatory,,,,,
36,700e81e4-2550-11ea-91be-0242ac1c0002,influencer,Public relations,python/Cricket,0.6513814300626813,0.5611404785018503,0.1859480550629351,0.6135675187722658
37,700e8360-2550-11ea-91be-0242ac1c0002,entrepreneur,IT,,,,,
